No.,問題文,選択肢A,選択肢B,選択肢C,選択肢D,正解,解説,分野
228,Google Cloud環境における「セキュリティベースライン」の構築とは何ですか？,最も安価なセキュリティツールを使用すること,セキュリティ設定とポリシーの最低限の標準セットを定義し、すべてのプロジェクトや環境に一貫して適用すること,セキュリティ機能をすべて無効にすること,セキュリティ監査を年に一度だけ行うこと,B,セキュリティベースラインは、すべてのクラウド利用において満たすべきセキュリティの最低ラインを定め、セキュリティ体制の均一性と管理を容易にします。,【単元4：Google Cloudで実現する信頼とセキュリティ】
229,企業がGoogle Cloud上でアプリケーションを運用する際、DDoS攻撃からサービスを保護するために利用できるサービスは何ですか？,Cloud DLP,Cloud Armor,Secret Manager,Cloud KMS,B,Cloud Armorは、ネットワークエッジでDDoS攻撃からの保護と、WAF（Web Application Firewall）機能を提供し、悪意のあるトラフィックをブロックします。,【単元4：Google Cloudで実現する信頼とセキュリティ】
230,Google Cloudの「Security Command Center (SCC)」が提供する主要な機能は何ですか？,物理的なデータセンターの温度を監視する,Google Cloud環境全体のセキュリティの脆弱性検出、脅威の監視、コンプライアンス管理を統合されたダッシュボードで提供する,従業員にセキュリティトレーニングを行う,サーバーレスアプリケーションのコードを自動生成する,B,SCCは、組織のセキュリティ体制を包括的に可視化し、リスク管理とインシデント対応を効率化するための統合プラットフォームです。,【単元4：Google Cloudで実現する信頼とセキュリティ】
231,Google Cloudのグローバルに分散されたデータセンターとネットワークによって、どのような種類のセキュリティ脅威から顧客データを保護していますか？,顧客アプリケーションの内部ロジックエラー,ソフトウェアのバグによるデータ破損,地域的な自然災害、大規模な停電、物理的な施設への攻撃,顧客が誤って共有設定したデータの公開,C,Googleの堅牢なインフラは、物理的な障害や大規模な自然災害から顧客データを保護するために設計されており、複数のリージョン/ゾーンに分散配置することで耐障害性を高めています。,【単元4：Google Cloudで実現する信頼とセキュリティ】
232,Identity-Aware Proxy (IAP) を利用することで、VPNやファイアウォールルールなしにGoogle Cloud上のアプリケーションにアクセスを許可できる理由はどこにありますか？,あらゆるユーザーからのアクセスを無条件に許可するため,TCP/IPプロトコルを使用せずにアクセスするため,ユーザーの身元とデバイスの状態に基づいた認証と承認を、アプリケーション層で実行するため,アプリケーションが完全にオフラインで動作するため,C,IAPは、Googleのグローバルネットワークを介して認証・承認を行い、アプリケーションへのアクセスを細かく制御することで、ゼロトラストなリモートアクセスを実現します。,【単元4：Google Cloudで実現する信頼とセキュリティ】
233,企業がGoogle Cloud上に構築したWebサイトが、地理的に異なる場所から大量のアクセスを受ける際に、それらのトラフィックを安全かつ効率的に振り分けるサービスは何ですか？,VPC Service Controls,Cloud Armor,Cloud Load Balancing (グローバル),Cloud DNS,C,グローバルロードバランサは、世界中のユーザーからのトラフィックを分散し、Cloud Armorと組み合わせることでDDoS攻撃などからも保護できます。,【単元4：Google Cloudで実現する信頼とセキュリティ】
234,Google Cloudの「透過的なデータ暗号化」に関する正しい説明はどれですか？,顧客が明示的に設定しなくても、すべてのデータが自動的にGoogleによって暗号化される,顧客が管理する暗号鍵でなければ暗号化されない,データの転送時のみ暗号化され、保存時は平文である,データセンターに入る前に顧客がデータを暗号化する必要がある,A,Google Cloudは、保存時も転送時も、顧客が意識することなくデフォルトで強力な暗号化を適用しています。これは多くのユーザーにとって重要なセキュリティ機能です。,【単元4：Google Cloudで実現する信頼とセキュリティ】
235,企業がGoogle Cloudの組織ポリシー（Organization Policy）を設定する主な目的は何ですか？,組織内の特定のユーザーに個別のIAM権限を付与するため,組織全体または特定のフォルダ以下のリソースに対して、Google Cloudサービスの使用方法に関する一貫した制約やルールを強制するため,特定のプロジェクトの請求上限を設定するため,従業員のGoogle Workspaceアカウントのパスワードを変更するため,B,組織ポリシーは、特定のリージョンへのリソースデプロイを制限したり、特定の外部IPアドレスの使用を禁止したりするなど、組織レベルでのガバナンスを強制する強力なツールです。,【単元4：Google Cloudで実現する信頼とセキュリティ】
236,クラウドにおいて、データが特定の地域（国）内に物理的に存在することを要求する規制や要件を何と呼びますか？,データハイブリッド,データレジデンシー (Data Residency),データサイロ,データバックアップ,B,データレジデンシーは、GDPRのような個人情報保護法規や、特定の業界規制、または企業の内部ポリシーによって課される場合があります。,【単元4：Google Cloudで実現する信頼とセキュリティ】
237,Google Cloudにおける「サービスアカウント」の主な用途は何ですか？,Google Cloudサービスにアクセスするための個人のGoogleアカウント,人間ではなく、アプリケーションや仮想マシンなどのGoogle Cloudリソースが、他のGoogle Cloudサービスに安全に認証・アクセスするためのID,顧客サポートに問い合わせるためのアカウント,Google Workspaceのメールアドレス,B,サービスアカウントは、プログラム的に他のサービスへのアクセスを安全に行うためのもので、最小権限の原則に基づいて適切な権限を付与できます。,【単元4：Google Cloudで実現する信頼とセキュリティ】
238,企業がクラウド環境でセキュリティインシデントが発生した場合の対応計画を策定する際に、最初に定義すべき項目は何ですか？,攻撃者の特定と懲罰,インシデントの検知、分析、封じ込め、根絶、復旧、事後対策を含む「インシデントレスポンス計画」,全てのシステムを即座にシャットダウンすること,クラウドプロバイダーに全ての責任を押し付けること,B,インシデントレスポンス計画は、セキュリティインシデント発生時に組織が迅速かつ効果的に対応し、被害を最小限に抑え、復旧を早めるためのロードマップです。,【単元4：Google Cloudで実現する信頼とセキュリティ】
239,Googleのデータセンターで使用されている物理的なサーバーの起動プロセスを保護し、マルウェアやルートキットからの攻撃を防ぐための技術的な対策は何ですか？,Cloud DLP,Titan セキュリティ チップと Shielded VM,Cloud Armor,Identity-Aware Proxy (IAP),B,Titanチップはハードウェアレベルでのセキュリティを強化し、Shielded VMは仮想マシンがセキュアに起動し、改ざんされていないことを保証します。,【単元4：Google Cloudで実現する信頼とセキュリティ】
240,企業がGoogle Cloudのリソース階層において「プロジェクト」を適切に設計する主な目的は何ですか？,全てのアプリケーションを単一の課金アカウントに帰属させるため,プロジェクトごとにリソース、IAMポリシー、課金、APIを論理的に分離し、独立した開発と管理を可能にするため,プロジェクト間でリソースを共有できないようにするため,プロジェクトの数を無制限に増やすため,B,プロジェクトはGoogle Cloudにおける基本的な組織単位であり、リソースと管理を分離するための重要な境界となります。,【単元4：Google Cloudで実現する信頼とセキュリティ】
241,ソフトウェアエンジニアリングのアプローチを用いて、システムの運用と信頼性を管理するGoogle発祥の考え方は何ですか？,DevOps,Agile,SRE (サイト信頼性エンジニアリング),ITIL,C,SREは「開発のスピード（アジリティ）」と「システムの安定性（信頼性）」のバランスを取ることを目的とした、運用の実践的なアプローチです。,【単元5：運用でのスケーリングとコスト管理】
242,エラー率やレイテンシ（遅延）など、ユーザー視点でのサービスのパフォーマンスを定量的に測定した「指標」を何と呼びますか？,SLA,SLO,SLI,KPI,C,SLI（Service Level Indicator）は、現在のシステムの状態を示す「実際の測定値（指標）」です。,【単元5：運用でのスケーリングとコスト管理】
243,ユーザーが満足するサービス品質を保つために設定する、SLIに対する「社内の目標値」を何と呼びますか？,SLA,SLO,SLI,Error Budget,B,SLO（Service Level Objective）は、開発チームと運用チームが合意して設定する「目標値」です。SLAのような法的なペナルティはありません。,【単元5：運用でのスケーリングとコスト管理】
244,システムを構築する前に、Google Cloudの利用料金を構成要素ごとに入力し、毎月の推定コストを見積もることができるツールは何ですか？,請求レポート,Google Cloud 料金計算ツール (Pricing Calculator),コスト管理ダッシュボード,予算とアラート,B,導入前に構成ごとの費用をシミュレーションするためのツールです。,【単元5：運用でのスケーリングとコスト管理】
245,予想外の請求を防ぐため、クラウド利用料が一定の金額に達した際にメールなどで通知を受け取る機能を何と呼びますか？,割り当て制限 (Quotas),予算とアラート,請求エクスポート,確約利用割引,B,予算を設定し、その閾値に達した際にアラート（通知）を送る機能です。リソースを自動停止する機能ではない点に注意が必要です。,【単元5：運用でのスケーリングとコスト管理】
246,1年または3年間のリソース利用を事前に確約することで、VMインスタンス等の料金が大幅に割り引かれる制度は何ですか？,継続利用割引 (SUD),Spot VM,無料枠 (Free Tier),確約利用割引 (CUD),D,CUD（Committed Use Discounts）は、長期間安定して稼働するシステムにおいてコストを最適化するための契約モデルです。,【単元5：運用でのスケーリングとコスト管理】
247,いつでもGoogle側に回収される可能性がある代わりに、通常のVMよりも大幅に安い価格で提供されるVMインスタンスは何ですか？,Spot VM (プリエンプティブル VM),共有コア VM,カスタムマシンタイプ,シールドされた VM (Shielded VM),A,Spot VMは、中断されても再実行可能なバッチ処理や、フォールトトレラント（耐障害性）なワークロードに利用することで、大幅なコスト削減が可能です。,【単元5：運用でのスケーリングとコスト管理】
248,クラウド環境の利用状況をAIが分析し、「使われていないVMの削除」や「権限の最小化」などを提案してコスト削減とセキュリティ向上を支援する機能は何ですか？,Cloud Monitoring,Security Command Center,Active Assist (Recommender),Cloud Logging,C,Active Assistは、パフォーマンス向上、セキュリティ強化、コスト削減、信頼性向上などの最適化案を自動的に提案してくれます。,【単元5：運用でのスケーリングとコスト管理】
249,Google Cloud環境のログ収集、パフォーマンス監視、エラー検知を一元的に行う運用管理スイートは何ですか？,Google Cloud Observability (旧 Cloud Operations / Stackdriver),Cloud Audit Logs,Cloud Trace,Cloud Profiler,A,旧称Stackdriverとして知られ、Cloud MonitoringやCloud Loggingなどの機能を含み、システムの健全性を総合的に可視化します。,【単元5：運用でのスケーリングとコスト管理】
250,本番環境の重要なシステムに障害が発生した場合、15分以内の迅速な対応が保証される、Google Cloudの最上位サポートプランは何ですか？,ベーシック サポート,スタンダード サポート,エンハンスト サポート,プレミアム サポート,D,プレミアムサポートは、ビジネスクリティカルな環境向けの最上位プランで、最速のレスポンスタイムと専任のアカウント管理が含まれます。,【単元5：運用でのスケーリングとコスト管理】
251,組織内の複数の部門が同じクラウド環境を利用している場合、どの部門がどれだけのコストを発生させているかを正確に分類・把握するためにリソースに付与するメタデータは何ですか？,タグ,ラベル (Labels),IAMロール,クオータ,B,"ラベルは「キーと値」のペア（例：team: marketing, env: production）であり、請求レポートでコストを部門やプロジェクトごとにフィルタリング・配分する際に必須の機能です。",【単元5：運用でのスケーリングとコスト管理】
252,毎月の詳細なクラウド利用料金データを、SQLを使って深く分析したり、Lookerでダッシュボード化したりするために、請求データをどこへ自動エクスポートすべきですか？,Cloud Storage,BigQuery,Cloud SQL,Compute Engine,B,Cloud BillingのデータをBigQueryにエクスポート設定しておくことで、ミリ秒単位で数百万行の請求データを分析し、コストの最適化を図ることができます。,【単元5：運用でのスケーリングとコスト管理】
253,企業が「本番環境」のワークロードを運用しており、優先度の高い問題（P1）に対して【1時間以内】の応答時間と、24時間365日のサポートを必要とする場合、最低限どのサポートプランを選択すべきですか？,ベーシック サポート,スタンダード サポート,エンハンスト サポート,プレミアム サポート,C,スタンダードサポートの応答時間はP2で4時間以内です。本番環境向けの1時間以内の応答（P1）を保証するには、エンハンスト（またはプレミアム）が必要です。,【単元5：運用でのスケーリングとコスト管理】
254,事前の契約や確約なしでも、特定のVMインスタンスを月に一定割合（25%など）以上継続して稼働させた場合に「自動的」に適用される割引制度は何ですか？,確約利用割引 (CUD),継続利用割引 (SUD: Sustained Use Discounts),Spot VM 割引,ボリューム ディスカウント,B,SUDは、長時間稼働するリソースに対して自動的に適用される割引です（※Compute Engineの特定のマシンタイプに適用）。事前に利用を約束するCUDとは異なります。,【単元5：運用でのスケーリングとコスト管理】
255,開発環境での操作ミスや、予期せぬトラフィックの急増、またはアカウント乗っ取りによって、クラウド利用料が意図せず青天井に膨れ上がるのを防ぐための「リソースの利用上限枠」を何と呼びますか？,予算とアラート,クオータ (Quotas / 割り当て),SLA,請求エクスポート,B,予算アラートは「通知」のみですが、クオータ（割り当て）は「特定のAPIやVMを作成できる物理的な上限数」を制限し、それ以上の作成・課金を強制的にブロックします。,【単元5：運用でのスケーリングとコスト管理】
256,企業内で「人事部門」と「営業部門」のようにプロジェクトをグループ化し、部門ごとに一括してIAMポリシーや権限を管理するために利用するリソース階層のノードは何ですか？,組織 (Organization),フォルダ (Folders),プロジェクト (Projects),リソース (Resources),B,フォルダを使用すると、複数のプロジェクトを論理的にグループ化でき、部署や環境（開発・本番など）ごとの管理が容易になります。,【単元5：運用でのスケーリングとコスト管理】
257,企業がクラウドのコストを単に削減するだけでなく、部門横断型のチーム（財務、開発、運用）が連携して、クラウドへの投資価値を最大化するための文化と実践のフレームワークを何と呼びますか？,DevOps,SRE,FinOps,ITIL,C,FinOpsは「Financial Operations」の略で、クラウドの変動費モデルに対して財務的な説明責任を持たせ、ビジネス価値を高めるための実践アプローチです。,【単元5：運用でのスケーリングとコスト管理】
258,Google Cloud環境で設定した「予算」の閾値（例：予算の90%）に達した場合、デフォルトの挙動として何が起こりますか？,すべてのVMが自動的にシャットダウンされる,プロジェクトのデータが削除される,請求管理者に通知メールが送信されるだけで、システムは稼働し続ける,自動的にプレミアムサポートへ連絡がいく,C,デフォルトでは予算超過してもリソースは停止しません。停止させたい場合は、Pub/SubとCloud Functionsを連携させたカスタムの自動化（プログラミング）が必要です。,【単元5：運用でのスケーリングとコスト管理】
259,アプリケーションへのアクセスが急増した際、CPU使用率などの指標に基づいて、VMインスタンスの数を自動的に増やし（スケールアウト）、閑散期には減らす（スケールイン）機能は何ですか？,Managed Instance Groups (MIGs) のオートスケーリング,Cloud Run,Cloud Load Balancing,継続利用割引,A,Compute EngineでMIG（マネージド インスタンス グループ）を利用することで、トラフィック量に応じた自動スケーリングと自己修復（オートヒーリング）が可能になります。,【単元5：運用でのスケーリングとコスト管理】
260,SREの原則において、新機能のリリース速度（開発の俊敏性）と、システムの安定性（運用）のバランスをとるための指標となる、SLOを下回るまでに「許容されるエラーの総量」を何と呼びますか？,サービスレベル指標 (SLI),サービスレベル契約 (SLA),エラーバジェット (Error Budget),クオータ,C,例えばSLOを99.9%に設定した場合、残りの0.1%が「エラーバジェット（予算）」です。この予算が残っているうちは新機能のリリースを積極的に行い、枯渇したら安定化に注力するといった判断基準にします。,【単元5：運用でのスケーリングとコスト管理】
261,SRE（サイト信頼性エンジニアリング）において、手作業で反復的であり、自動化が可能なにもかかわらずエンジニアの時間を奪っている運用作業を何と呼びますか？,アジリティ (Agility),イノベーション (Innovation),トイル (Toil),ポストモーテム (Postmortem),C,パスワードの初期化や手動でのサーバー再起動など、価値を生まない作業（トイル）をソフトウェアの力で自動化・削減し、エンジニアを創造的な開発業務に集中させるのがSREの目的の一つです。,【単元5：運用でのスケーリングとコスト管理】
262,SLO（サービスレベル目標）とSLA（サービスレベル契約）の違いに関する正しい説明はどれですか？,SLOは顧客との法的な契約であり、SLAは社内の開発チームの内部目標である,SLOは社内の目標値であり、SLAはそれを下回った場合に顧客へ金銭的補償を伴う法的な契約である,SLOとSLAは全く同じ意味の言葉である,SLOはネットワークの遅延を表し、SLAはストレージの容量を表す,B,SREにおいて、厳格な法契約であるSLA違反を防ぐために、SLAよりも少し厳しい社内基準としてSLO（内部目標）を設定し、運用管理の指標とします。,【単元5：運用でのスケーリングとコスト管理】
263,クラウド利用のコスト最適化手法の一つである「ライトサイジング（Right-sizing）」とは何を意味しますか？,すべてのVMインスタンスを最も安いSpot VMに変更すること,リソースの利用状況（CPUやメモリの消費量）を分析し、過剰に割り当てられているVMのサイズ（マシンスペック）を適切な小さなサイズに変更すること,クラウドプロバイダーに料金の値下げを交渉すること,データセンターの照明をLEDに変えること,B,クラウドでは「割り当てたリソース」に対して課金されるため、使っていない余分なCPUやメモリを削る（適切なサイズに見直す）ことがコスト削減の第一歩です。Active Assistがこの提案をしてくれます。,【単元5：運用でのスケーリングとコスト管理】
264,確約利用割引（CUD: Committed Use Discounts）を利用してコストを削減するのに「最も適している」ワークロードはどれですか？,1年に1回、数日間だけトラフィックが急増するキャンペーンサイト,新しいアイデアを試すための、2週間で終了するテストプロジェクト,24時間365日、常に一定の負荷で安定して稼働し続けるデータベースサーバー,深夜のみ実行され、途中で停止しても問題ないバッチ処理,C,CUDは「1年または3年間の利用を確約」することで割引を得る仕組みです。そのため、常に稼働し続けるベースライン（基盤）となるワークロードに最適です。,【単元5：運用でのスケーリングとコスト管理】
265,Cloud Billingの「予算とアラート」機能において、予算を超過した際に「自動的にシステムを停止させる」など、通知以上のカスタムアクションを実行するにはどうすればよいですか？,予算画面の「自動停止チェックボックス」をオンにするだけでよい,アラートの通知先をPub/Subトピックに設定し、それをトリガーにしてCloud Functionsなどで停止処理のプログラムを実行させる,サポートチームに電話で依頼する,予算アラートでは自動化の仕組みは一切構築できない,B,予算アラートはデフォルトではメール通知のみですが、Pub/Subと連携させることで、プログラムによるプログラマティックな対応（自動シャットダウンや権限の取り消しなど）が可能になります。,【単元5：運用でのスケーリングとコスト管理】
266,SREにおける「エラーバジェット（Error Budget）」の活用方法として正しいものはどれですか？,エラーバジェットが残っている（システムが安定している）うちは、新機能のリリースや実験を積極的に行い、開発のスピードを上げる,エラーバジェットは財務的な予算であり、使い切るとクラウドが利用できなくなる,エラーバジェットが残っている場合、システムの稼働を意図的に停止してバジェットを消費しなければならない,エラーバジェットは100%の可用性を目指すための指標である,A,完璧なシステム（100%）を追求すると開発スピードが落ちます。そこで「許容できる失敗の枠（エラーバジェット）」を設け、枠内であればリスクを取って新機能を素早くリリースする（アジリティを高める）という判断基準にします。,【単元5：運用でのスケーリングとコスト管理】
267,クラウドのコスト管理フレームワークであるFinOpsにおいて、発生したコストを各部門（マーケティング部や開発部など）に配分し、「どのチームがいくら使ったか」を明確にして責任を持たせるプロセスを何と呼びますか？,オートスケーリング,ショーバック (Showback) / チャージバック (Chargeback),リホスト,CI/CD,B,ラベルやタグを活用して部門ごとのコストを可視化（Showback）し、社内で課金（Chargeback）することで、各チームにコスト意識（説明責任）を持たせることができます。,【単元5：運用でのスケーリングとコスト管理】
268,システムの「高可用性（High Availability / HA）」を実現するための基本的なアーキテクチャ設計はどれですか？,すべてのデータベースを単一の物理サーバーに保存する,システムを単一のゾーン（データセンター）内のみに配置する,アプリケーションやデータを複数のゾーン（または複数のリージョン）に分散して配置し、単一障害点（SPOF）を排除する,毎日手動でシステムのバックアップを取る,C,高可用性とは、一部の機器やデータセンターに障害が発生してもサービスが停止しないようにすることです。その基本は「地理的な分散（冗長化）」です。,【単元5：運用でのスケーリングとコスト管理】
269,Google Cloudのテクニカルサポートを利用する際のベストプラクティスとして推奨されていることは何ですか？,障害が発生してから、初めてサポートプランを契約しケースを作成する,本番環境を運用する前に、必要な応答時間（SLA）を満たすサポートプランを評価・契約し、サポートチームと連携体制を作っておく,開発環境と本番環境で同じ（最も安い）サポートプランを使用する,問題の調査はすべてサポートに丸投げし、自社ではログを確認しない,B,重大なインシデントに備えるため、事前のサポートプラン（エンハンストやプレミアム）の選定と体制構築がビジネスの継続性に直結します。,【単元5：運用でのスケーリングとコスト管理】
270,AIを活用してクラウドの運用最適化を支援する「Active Assist」が提供する具体的な提案の例はどれですか？,競合他社のクラウドの価格を自動で調査する,過去90日間全く使用されていない「アイドル状態のIPアドレス」や「過剰なIAM権限」を検出し、削除や縮小を提案する,アプリケーションのバグを自動的に修正するコードを書き換える,従業員の出退勤時間を管理する,B,Active Assist（Recommender）は、ログや使用状況を分析し、コスト削減、セキュリティ強化（最小権限の原則）、パフォーマンス向上のための具体的なアクションを提案してくれます。,【単元5：運用でのスケーリングとコスト管理】
271,SREの概念において、過去の障害から学び、再発防止のために行われる「個人を責めない」分析と改善策の検討プロセスを何と呼びますか？,事後分析 (Postmortem / ポストモーテム),フォールトトレランス,ケイオスエンジニアリング,インシデント管理,A,ポストモーテムは、障害発生時に何が起こったか、なぜ起こったか、どうすれば防げたかを検討し、未来のシステム改善に繋げるための重要な実践です。（非難なきポストモーテム）,【単元5：運用でのスケーリングとコスト管理】
272,Google Cloudの「請求レポート (Billing Reports)」が提供する主な情報は何ですか？,今後のクラウド利用予測と推奨されるリソースの変更,過去のサービス利用実績とそれに対応する費用詳細,クラウド環境のセキュリティ脆弱性リスト,各国のクラウド利用に関する規制情報,B,請求レポートは、プロジェクト別、サービス別、期間別などの詳細な費用内訳を提供し、コスト分析やFinOps活動の基礎となります。,【単元5：運用でのスケーリングとコスト管理】
273,コスト削減のために、CPU使用率が低いVMインスタンスを適切にシャットダウンし、必要な時だけ起動させることで活用できる費用モデルは何ですか？,Always On model (常時稼働モデル),Pay-as-you-go model (従量課金モデル),Fixed Fee model (定額制モデル),Subscription model (サブスクリプションモデル),B,従量課金モデルでは、使った分だけ支払うため、リソースの利用を最適化することでコストを削減できます。シャットダウンされているVMには課金されません。,【単元5：運用でのスケーリングとコスト管理】
274,Google Cloudのサポートプランのうち、リソースが継続的に使用されていて、重要性の高い問題（P1）に対して24時間365日のサポートと、タイムリーな応答が必要な「ビジネスに不可欠なワークロード」に適しているのはどれですか？,ベーシック サポート,スタンダード サポート,エンハンスト サポート,プレミアム サポート,C,エンハンストサポートは、通常の本番環境向けであり、P1問題に対しては1時間以内の応答時間が設定されています。さらに重要なミッションクリティカルなシステムにはプレミアムサポートが適しています。,【単元5：運用でのスケーリングとコスト管理】
275,システムの健全性を監視し、問題が発生した場合に運用チームに通知するために、CPU使用率が90%を超えたらアラートを送信するといった設定を行うサービスは何ですか？,Cloud Logging,Cloud Trace,Cloud Monitoring (アラート機能),Cloud Audit Logs,C,Cloud Monitoringは、リソースのメトリクス（CPU使用率、ネットワークトラフィックなど）を収集し、閾値に基づいたアラート設定やダッシュボードによる可視化を提供します。,【単元5：運用でのスケーリングとコスト管理】
276,Google Cloudの無料利用枠（Free Tier）における「Always Free」製品の主な特徴は何ですか？,期間の制限なく、指定された使用量であれば無料で利用し続けられる,契約から1年間のみ無料で利用できる,指定されたクレジット（$300など）を使い切るまで無料で利用できる,新規プロジェクトにのみ適用され、既存プロジェクトでは利用できない,A,Always Freeは、期間や試用期間の制限なく、Compute Engineの特定のインスタンスタイプやCloud Storageの一定量など、特定のサービスが一定の範囲内で無料で利用し続けられるものです。,【単元5：運用でのスケーリングとコスト管理】
277,複数のユーザーやプロジェクトが利用する共有のデータセットやストレージバケットの費用を、各利用者の使用量に応じて「自動的に」按分し、請求を振り分ける機能は何ですか？,ラベルとフィルター,予算とアラート,チャージバック / ショーバック (コスト配分ツール),確約利用割引 (CUD),C,チャージバックやショーバックは、コストを発生源に結びつけ、各部門やチームにコストに対する説明責任を持たせるためのFinOpsにおける重要な実践です。,【単元5：運用でのスケーリングとコスト管理】
278,クラウド環境において、「リソースのクオータ（割り当て）」が上限に達した場合のデフォルトの挙動は何ですか？,自動的にリソースが拡張され、無限に利用できる,クオータ管理者にメールで通知が送信される,それ以上リソースを作成したり、サービスを拡張したりできなくなる,自動的に別のリージョンにリソースがプロビジョニングされる,C,クオータは、誤った構成や悪意のある操作による無制限の利用を防ぐための上限値です。必要に応じてクオータの引き上げリクエストが可能です。,【単元5：運用でのスケーリングとコスト管理】
279,システムの異常や障害発生時、根本原因を迅速に特定し、サービス復旧までの時間を短縮するために不可欠な運用ツールは何ですか？,Google Workspace,Cloud Billing,"Google Cloud Observability (Cloud Logging, Cloud Monitoring, Cloud Traceなど)",Cloud Interconnect,C,ログの収集・分析、メトリクスの監視、リクエストのトレースは、システムの挙動を理解し、トラブルシューティングを行う上で「観測可能性（Observability）」を確保するためのコアツールです。,【単元5：運用でのスケーリングとコスト管理】
280,クラウドのインフラストラクチャをコードとして定義し、自動的にプロビジョニングおよび管理する手法を何と呼びますか？,手動プロビジョニング,Infrastructure as Code (IaC),サーバーレス,リフト＆シフト,B,IaC（Terraform、Cloud Deployment Managerなど）は、インフラの構築を自動化し、一貫性を保ち、バージョン管理することで、ヒューマンエラーを減らし運用効率を向上させます。,【単元5：運用でのスケーリングとコスト管理】
281,SREの原則において、サービスの信頼性がSLA/SLOを下回った場合に、開発チームがサービスの安定化を最優先し、新機能開発を一時的に停止する状態を何と呼びますか？,フォールトトレランス,エラーバジェットの枯渇 (Error Budget Burnout),デプロイメントパイプライン,カナリアリリース,B,エラーバジェットは、信頼性を犠牲にして新機能開発をどこまで許容できるかの上限を示します。これが枯渇すると、信頼性回復に焦点が移ります。,【単元5：運用でのスケーリングとコスト管理】
282,Google Cloudの課金レポートを分析し、特定の部門やプロジェクトが使っているリソースのコストを明確に把握するために、リソースに割り当てるべきものは何ですか？,固定IPアドレス,ラベル (Labels),サービスアカウント,VMインスタンスタイプ,B,ラベルは、コストアロケーションやリソースのフィルタリング、自動化などに非常に役立つメタデータです。,【単元5：運用でのスケーリングとコスト管理】
283,クラウド環境のコストを最適化するために、現在使用していない（アイドル状態の）Compute Engineインスタンスを特定し、シャットダウンまたは削除を推奨するGoogle Cloudのサービスは何ですか？,Cloud Trace,Cloud Audit Logs,Active Assist (Recommender),Cloud Monitoring,C,Active Assistは、AI/MLを活用して、リソースの最適化（コスト削減、パフォーマンス向上、セキュリティ強化など）に関する具体的なレコメンデーションを提供します。,【単元5：運用でのスケーリングとコスト管理】
284,企業がGoogle Cloudの利用料金を予測し、予期せぬ予算超過を防ぐために設定できる機能は何ですか？,クオータ,予算とアラート,確約利用割引 (CUD),継続利用割引 (SUD),B,予算とアラートは、指定した予算の閾値を超えた場合に通知を送信し、コスト超過に早期に気づけるようにする機能です。,【単元5：運用でのスケーリングとコスト管理】
285,Google Cloudの「Spot VM (旧プリエンプティブルVM)」の主なメリットは何ですか？,24時間365日の連続稼働が保証される,通常のVMよりも大幅に安価に利用できる代わりに、Googleのシステム都合でいつでも停止される可能性がある,物理的なハードウェアに直接アクセスできる,データベースのライセンス費用が無料になる,B,Spot VMは、中断されても問題ないバッチ処理や、フォールトトレラントなワークロードで活用することで、 Compute Engineのコストを大幅に削減できます。,【単元5：運用でのスケーリングとコスト管理】
286,企業が複数のGoogle Cloudプロジェクトにわたって利用しているリソースのコスト全体を把握し、一元的に管理するための最も基本的な概念は何ですか？,フォルダ,組織ノードの請求アカウント,プロジェクト内のネットワーク,BigQueryデータセット,B,請求アカウントは、組織ノードの配下にある複数のプロジェクトのすべての利用料金を一元的に集約し、支払いを行うためのエンティティです。,【単元5：運用でのスケーリングとコスト管理】
287,アプリケーションの応答時間やエラー率など、ユーザー視点でのサービスの品質を定量的に測定し、SREのSLO設定の基礎となる指標は何ですか？,SLA (サービスレベル契約),SLI (サービスレベル指標),トイル (Toil),エラーバジェット (Error Budget),B,SLIは、システム監視によって収集される具体的な測定値であり、これに基づいてSLO（目標）が設定されます。,【単元5：運用でのスケーリングとコスト管理】
288,クラウド環境でアプリケーションを運用する際、予期せぬ障害が発生した場合に、迅速かつ効率的に問題解決を行うための運用プロセスを何と呼びますか？,開発サイクル (Development Cycle),インシデント管理 (Incident Management),変更要求管理 (Change Request Management),構成管理 (Configuration Management),B,インシデント管理は、サービスの可用性を損なうイベントを検知し、迅速に解決するための体系的なプロセスです。SREの実践の中心でもあります。,【単元5：運用でのスケーリングとコスト管理】
289,Google Cloudの「Premium Support」プランが提供する主な追加メリットは何ですか？,電話料金が無料になる,最速の応答時間、専任のテクニカルアカウントマネージャー (TAM)、プロアクティブなサポートが含まれ、ミッションクリティカルなワークロードをサポートする,月額料金が最も安価である,Googleのすべてのサービスが無料で利用できる,B,プレミアムサポートは、ビジネスクリティカルなシステムを運用する大企業向けの最上位サポートで、技術的な専門知識とリソースを包括的に提供します。,【単元5：運用でのスケーリングとコスト管理】
290,SREの原則において、システムが「本来どれくらいの期間停止しても許容されるか」という、顧客との法的な合意に基づいたアップタイムの割合を示す指標は何ですか？,SLI,SLO,SLA,稼働率,C,SLA（Service Level Agreement）は、顧客とサービスプロバイダー間の契約で、サービスレベルが未達成の場合にペナルティ（サービスクレジットなど）が発生します。,【単元5：運用でのスケーリングとコスト管理】
